,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
197,23065,Kota SGNR SF SPL,22,2,7,Mon,Bikaner,JDP,UDP,Daily,1,26,26064,432,25,33,4,12,70,14,4,2021
198,65038,Suratgarh Express,16,2,8,Tue,Bikaner,DLI,DLI,Twice in week,2,30,28549,432,22,21,2,8,72,8,4,2019
199,50637,BKN SF Express,17,1,8,Tue,Bikaner,UDP,BKN,Weekly,2,8,22561,432,24,21,2,20,66,21,5,2019
200,36772,Shatabdi Express,28,2,5,Thu,Bikaner,DLI,JDP,Weekly,1,24,16134,432,30,24,1,14,66,12,9,2021
201,17256,Double Decker,16,1,7,Sat,Bikaner,JSM,JDP,Daily,1,17,16723,432,30,20,4,17,66,14,9,2020
202,50949,Double Decker,15,2,5,Thu,Bikaner,KOTA,JDP,Weekly,2,11,29253,432,25,26,4,15,74,29,5,2020
203,29377,BKN SF Express,22,2,8,Wed,Bikaner,BKN,KOTA,Weekly,2,14,17613,432,28,28,3,9,74,8,6,2019
204,37017,Rajdhani Express,26,3,9,Thu,Bikaner,Jpr,DLI,Twice in week,1,8,20537,432,23,25,3,7,66,5,2,2020
205,28727,Suratgarh Express,15,2,5,Wed,Bikaner,KOTA,DLI,Weekly,3,14,20379,432,29,28,1,23,66,16,8,2021
206,52408,Rajdhani Express,23,3,7,Sun,Bikaner,JDP,DLI,Twice in week,4,19,15955,432,32,26,3,8,73,8,8,2022
207,17571,Vande Bharat Express,20,1,5,Fri,Bikaner,UDP,JSM,Twice in week,1,38,18636,432,27,24,4,15,66,1,11,2019
208,48336,LEELAN SF Express,13,2,6,Sun,Bikaner,BKN,BKN,Daily,2,30,16558,432,29,29,1,23,70,7,5,2020
209,28016,BKN SF Express,10,2,5,Tue,Bikaner,KOTA,DLI,Weekly,2,39,17245,432,32,30,4,19,66,9,7,2020
210,15833,BKN SF Express,29,1,9,Fri,Bikaner,Jpr,DLI,Twice in week,3,34,20592,432,21,28,2,13,69,27,2,2022
211,19621,Suratgarh Express,15,3,7,Fri,Bikaner,KOTA,UDP,Twice in week,2,17,17667,432,22,24,4,13,71,26,7,2020
212,87559,Partap SF Express,25,2,5,Mon,Bikaner,DLI,JDP,Twice in week,3,30,25551,432,30,21,2,10,74,27,4,2020
213,13469,Kota SGNR SF SPL,14,1,7,Wed,Bikaner,UDP,KOTA,Daily,4,27,23366,432,31,21,3,11,70,16,4,2019
214,59342,Garbi Rath,20,3,6,Sun,Bikaner,BKN,BKN,Twice in week,3,30,15579,432,29,34,1,9,69,23,1,2022
215,93736,Shatabdi Express,17,2,9,Sun,Bikaner,Jpr,JSM,Twice in week,3,9,24169,432,29,34,4,9,69,8,1,2021
216,47457,Kota SGNR SF SPL,20,3,6,Sun,Bikaner,JDP,JDP,Weekly,4,3,27784,432,20,26,2,8,73,5,3,2022
217,78205,Kota SGNR SF SPL,22,1,5,Mon,Bikaner,UDP,DLI,Daily,4,41,28741,432,21,25,2,15,68,7,7,2020
218,43711,Suratgarh Express,18,1,6,Tue,Bikaner,BKN,Jpr,Daily,2,28,11897,432,20,26,3,23,73,25,1,2022
219,92073,Double Decker,11,3,6,Mon,Bikaner,UDP,BKN,Daily,1,31,28721,432,25,25,1,4,74,29,6,2020
220,22185,Rajdhani Express,14,3,7,Thu,Bikaner,DLI,Jpr,Weekly,4,23,26226,432,23,21,3,8,71,2,2,2020
221,48344,Vande Bharat Express,12,3,5,Thu,Bikaner,DLI,KOTA,Weekly,1,4,20247,432,25,34,1,23,69,9,5,2022
222,30133,Partap SF Express,24,3,7,Mon,Bikaner,JDP,Jpr,Weekly,1,36,25487,432,23,29,2,6,65,24,8,2021
223,34837,Shatabdi Express,29,3,6,Sat,Bikaner,UDP,JDP,Twice in week,1,23,19653,432,22,27,1,12,73,7,10,2022
224,55751,Garbi Rath,25,2,7,Fri,Bikaner,DLI,Jpr,Twice in week,3,17,27478,432,31,22,3,8,72,16,4,2019
225,61650,Double Decker,25,3,8,Fri,Bikaner,UDP,Jpr,Weekly,2,22,20436,432,34,25,1,17,71,16,6,2020
226,33548,Rajdhani Express,17,3,6,Wed,Bikaner,DLI,BKN,Daily,4,5,29948,432,31,34,4,13,74,17,5,2021
227,43012,Double Decker,23,3,8,Sat,Bikaner,KOTA,KOTA,Daily,1,15,11557,432,27,27,1,12,71,27,1,2020
228,84183,BKN SF Express,28,2,5,Fri,Bikaner,KOTA,KOTA,Daily,1,21,28137,432,33,34,1,6,71,11,6,2020
229,48619,Kota SGNR SF SPL,19,3,6,Mon,Bikaner,DLI,BKN,Weekly,1,21,26412,432,23,30,1,13,72,4,10,2022
230,18793,Vande Bharat Express,28,2,7,Fri,Bikaner,KOTA,JSM,Daily,2,12,17867,432,33,31,2,13,69,17,8,2021
231,31759,Vande Bharat Express,25,2,7,Mon,Bikaner,JDP,UDP,Weekly,1,6,18428,432,20,34,1,13,72,3,4,2020
232,90357,Partap SF Express,24,3,6,Tue,Bikaner,JDP,UDP,Twice in week,2,33,27923,432,32,20,4,6,69,15,8,2019
233,27193,Double Decker,17,1,8,Wed,Bikaner,BKN,UDP,Weekly,1,24,11208,432,30,27,3,22,74,15,9,2019
234,17814,Garbi Rath,19,1,9,Sun,Bikaner,JSM,JSM,Weekly,1,26,12586,432,31,25,1,5,67,23,9,2022
235,35439,BKN SF Express,22,3,5,Mon,Bikaner,KOTA,JDP,Twice in week,2,40,11369,432,28,22,1,18,67,18,9,2022
236,18945,Double Decker,12,1,8,Wed,Bikaner,UDP,UDP,Weekly,2,39,10659,432,26,30,1,13,74,9,1,2019
237,12385,Rajdhani Express,27,1,6,Tue,Bikaner,BKN,KOTA,Weekly,1,7,13155,432,30,31,2,13,72,2,4,2021
238,27459,LEELAN SF Express,16,2,7,Sun,Bikaner,BKN,DLI,Twice in week,1,24,14756,432,24,21,2,23,70,27,1,2021
239,84474,Garbi Rath,23,2,9,Fri,Bikaner,JDP,BKN,Twice in week,3,22,13586,432,20,31,4,18,67,13,2,2019
240,61707,Shatabdi Express,13,2,9,Wed,Bikaner,BKN,JDP,Daily,2,31,14718,432,31,21,4,4,65,14,10,2021
241,95945,Suratgarh Express,23,2,5,Sat,Bikaner,Jpr,UDP,Weekly,2,21,13668,432,26,34,2,9,70,15,8,2020
242,39170,Vande Bharat Express,15,3,9,Wed,Bikaner,KOTA,JSM,Twice in week,4,41,24669,432,28,24,2,9,72,30,11,2019
243,67924,Vande Bharat Express,25,2,8,Tue,Bikaner,UDP,JSM,Daily,3,16,18895,432,25,34,3,10,68,14,2,2022
244,59364,Vande Bharat Express,13,1,6,Wed,Bikaner,JDP,DLI,Weekly,2,22,23755,432,20,32,4,12,68,27,6,2022
245,16954,Suratgarh Express,14,1,9,Sun,Bikaner,BKN,Jpr,Daily,3,5,23928,432,23,28,3,22,67,17,7,2021
246,96335,Rajdhani Express,25,2,6,Tue,Bikaner,BKN,DLI,Weekly,1,6,15802,432,27,22,4,20,66,7,4,2022
247,44211,Double Decker,15,2,6,Wed,Bikaner,BKN,Jpr,Weekly,4,13,25734,432,32,24,4,5,69,10,6,2021
248,60884,Shatabdi Express,22,3,8,Sun,Bikaner,JDP,JSM,Daily,1,32,15327,432,30,26,1,14,74,16,10,2021
249,40659,Kota SGNR SF SPL,11,1,9,Fri,Bikaner,KOTA,BKN,Weekly,4,5,21596,432,21,26,4,12,69,13,8,2020
250,74084,Vande Bharat Express,13,1,7,Sat,Bikaner,DLI,JDP,Daily,2,16,16970,432,28,27,2,6,70,27,9,2020
251,28323,Rajdhani Express,16,3,6,Mon,Bikaner,Jpr,JDP,Daily,3,37,20117,432,25,30,1,4,67,2,10,2021
252,46959,Suratgarh Express,10,1,6,Thu,Bikaner,JSM,KOTA,Daily,2,37,10245,432,34,33,1,14,70,2,1,2021
253,15402,Suratgarh Express,16,2,6,Thu,Bikaner,UDP,JSM,Twice in week,1,26,24740,432,25,28,2,14,69,29,8,2019
254,95827,Garbi Rath,26,2,7,Tue,Bikaner,BKN,DLI,Daily,3,36,16438,432,23,22,1,13,70,4,10,2021
255,52910,LEELAN SF Express,28,1,6,Sat,Bikaner,KOTA,JSM,Daily,1,35,17081,432,21,34,2,11,71,12,3,2022
256,80943,Double Decker,22,2,5,Tue,Bikaner,JDP,UDP,Daily,3,10,25873,432,34,25,2,9,74,3,7,2020
257,98503,Suratgarh Express,26,1,5,Tue,Bikaner,DLI,UDP,Twice in week,4,19,22598,432,30,29,2,17,74,21,1,2021
258,54074,Suratgarh Express,26,2,5,Sat,Bikaner,Jpr,DLI,Weekly,1,23,15803,432,23,25,4,22,71,21,2,2022
259,42668,LEELAN SF Express,27,2,9,Wed,Bikaner,DLI,JSM,Daily,3,5,14646,432,28,24,2,11,70,4,8,2019
260,53304,Suratgarh Express,26,1,6,Fri,Bikaner,Jpr,DLI,Weekly,3,12,21578,432,30,28,1,17,68,7,11,2020
261,73557,Garbi Rath,14,3,7,Mon,Bikaner,KOTA,BKN,Daily,1,24,26507,432,27,23,1,20,70,7,9,2019
262,13371,Shatabdi Express,23,3,5,Mon,Bikaner,BKN,JDP,Twice in week,4,13,11072,432,28,21,3,16,73,9,9,2022
263,70704,LEELAN SF Express,12,2,9,Sun,Bikaner,KOTA,JSM,Daily,4,13,29686,432,33,30,3,16,70,15,1,2022
264,23117,LEELAN SF Express,26,3,6,Tue,Bikaner,BKN,JDP,Weekly,1,37,14518,432,24,20,4,9,65,3,7,2022
265,82457,BKN SF Express,14,1,6,Thu,Bikaner,JSM,JSM,Twice in week,2,40,28987,432,32,20,1,14,67,29,2,2022
266,53283,LEELAN SF Express,26,1,8,Mon,Bikaner,KOTA,JDP,Twice in week,3,34,12651,432,32,26,2,17,66,26,10,2020
267,97259,Suratgarh Express,27,1,9,Tue,Bikaner,BKN,KOTA,Daily,3,9,13412,432,26,34,3,22,66,30,10,2019
268,67092,Garbi Rath,22,2,8,Mon,Bikaner,KOTA,JSM,Daily,4,27,20811,432,26,28,2,4,70,29,2,2020
269,70540,Double Decker,19,3,7,Sat,Bikaner,Jpr,BKN,Twice in week,4,37,18876,432,30,21,4,20,72,25,5,2019
270,93208,Vande Bharat Express,14,2,6,Tue,Bikaner,BKN,UDP,Weekly,1,31,23222,432,21,30,2,5,72,20,5,2020
271,65150,BKN SF Express,11,2,8,Sat,Bikaner,JDP,DLI,Twice in week,2,16,18364,432,20,32,3,7,70,4,3,2020
272,12717,Suratgarh Express,10,2,7,Thu,Bikaner,Jpr,BKN,Weekly,4,9,22176,432,21,28,3,23,70,12,9,2021
273,32336,Shatabdi Express,13,1,6,Sun,Bikaner,JDP,UDP,Daily,3,8,26196,432,29,22,3,18,69,19,1,2020
274,93588,Rajdhani Express,27,3,7,Tue,Bikaner,KOTA,JSM,Weekly,4,16,22420,432,30,23,1,12,71,14,11,2020
275,12981,Shatabdi Express,15,1,9,Mon,Bikaner,JSM,JDP,Twice in week,1,28,14226,432,21,24,2,6,66,9,3,2020
276,50769,BKN SF Express,16,2,6,Sat,Bikaner,JDP,DLI,Twice in week,3,10,11124,432,25,26,3,22,67,12,3,2020
277,20239,Kota SGNR SF SPL,14,1,8,Wed,Bikaner,JSM,JDP,Daily,3,39,21352,432,27,26,2,23,70,19,2,2021
278,77473,Kota SGNR SF SPL,22,3,6,Wed,Bikaner,DLI,Jpr,Weekly,3,16,26745,432,30,29,3,21,73,23,5,2022
279,76958,BKN SF Express,13,2,6,Fri,Bikaner,Jpr,JDP,Daily,3,19,17026,432,34,27,4,10,67,17,9,2020
280,33947,Suratgarh Express,24,1,9,Fri,Bikaner,JDP,KOTA,Weekly,4,36,24203,432,33,31,4,10,72,30,1,2019
281,95029,Double Decker,27,2,9,Sat,Bikaner,UDP,UDP,Weekly,1,20,23357,432,30,28,2,4,70,27,3,2022
282,49278,Suratgarh Express,18,1,7,Thu,Bikaner,UDP,JDP,Weekly,1,23,23566,432,25,29,3,8,74,30,5,2021
283,98792,Partap SF Express,26,2,5,Thu,Bikaner,KOTA,DLI,Twice in week,3,4,13164,432,21,20,3,17,73,28,6,2022
284,39694,Vande Bharat Express,15,1,6,Thu,Bikaner,JDP,KOTA,Twice in week,4,10,13901,432,23,20,1,11,73,25,6,2020
285,32481,Vande Bharat Express,25,1,5,Mon,Bikaner,Jpr,DLI,Twice in week,2,10,28496,432,32,22,3,4,73,11,5,2021
286,52099,Kota SGNR SF SPL,18,3,8,Thu,Bikaner,BKN,KOTA,Weekly,4,34,21578,432,32,34,3,12,68,7,5,2020
287,15868,Partap SF Express,11,2,7,Thu,Bikaner,UDP,Jpr,Weekly,2,17,28045,432,23,23,4,14,74,2,9,2020
288,97655,Vande Bharat Express,25,3,6,Thu,Bikaner,JDP,KOTA,Weekly,4,29,28374,432,21,27,1,21,70,28,2,2020
289,72115,Double Decker,27,2,8,Sun,Bikaner,DLI,BKN,Twice in week,4,5,27158,432,21,27,2,19,65,25,1,2019
290,36981,Rajdhani Express,13,3,8,Wed,Bikaner,JSM,BKN,Weekly,2,9,19160,432,21,32,2,11,71,2,1,2020
291,13292,Rajdhani Express,28,3,7,Mon,Bikaner,UDP,Jpr,Weekly,3,33,10785,432,33,21,4,22,66,19,4,2020
292,43578,Double Decker,26,1,5,Tue,Bikaner,JSM,KOTA,Weekly,4,9,25595,432,33,20,4,12,67,11,10,2019
293,58840,Kota SGNR SF SPL,12,2,7,Thu,Bikaner,Jpr,JDP,Weekly,2,27,29166,432,21,21,2,19,72,29,2,2022
294,45240,Kota SGNR SF SPL,15,1,6,Tue,Bikaner,UDP,JSM,Twice in week,1,41,28114,432,33,29,1,17,66,12,10,2021
295,72136,Vande Bharat Express,10,2,5,Sun,Bikaner,Jpr,BKN,Weekly,2,35,21180,432,24,28,4,13,65,17,11,2019
296,37659,LEELAN SF Express,22,1,7,Tue,Bikaner,DLI,JSM,Weekly,4,8,23096,432,22,31,1,11,65,3,1,2022
297,85646,Partap SF Express,16,1,9,Wed,Bikaner,BKN,BKN,Weekly,2,21,10750,432,24,29,4,13,66,19,11,2022
298,97953,LEELAN SF Express,10,1,5,Tue,Bikaner,UDP,DLI,Daily,4,8,18792,432,21,29,2,21,69,29,11,2022
299,65626,Garbi Rath,23,1,5,Sun,Bikaner,JSM,JSM,Daily,1,37,25512,432,31,29,3,14,71,13,3,2022
300,18827,Garbi Rath,10,2,7,Mon,Bikaner,JDP,UDP,Weekly,2,6,11867,432,21,29,2,21,67,30,11,2022
301,48290,LEELAN SF Express,26,2,5,Tue,Bikaner,Jpr,BKN,Twice in week,2,25,23947,432,32,26,2,5,74,11,10,2020
302,67103,BKN SF Express,11,1,9,Fri,Bikaner,DLI,UDP,Twice in week,4,36,14598,432,31,23,3,8,68,5,10,2020
303,63975,Vande Bharat Express,25,1,7,Fri,Bikaner,DLI,KOTA,Weekly,1,26,11723,432,21,22,1,13,70,25,11,2022
304,76783,Double Decker,16,1,8,Mon,Bikaner,JDP,DLI,Weekly,3,26,19300,432,29,28,3,14,69,14,11,2019
305,55869,Double Decker,29,2,5,Mon,Bikaner,JDP,Jpr,Twice in week,3,20,26140,432,30,32,4,12,67,16,10,2021
306,88062,Suratgarh Express,20,1,7,Wed,Bikaner,KOTA,UDP,Weekly,4,5,21555,432,20,34,2,23,66,1,1,2022
307,20830,Partap SF Express,27,3,6,Mon,Bikaner,KOTA,JDP,Daily,1,34,28970,432,26,28,1,21,69,3,5,2021
308,62541,Vande Bharat Express,18,2,8,Fri,Bikaner,Jpr,BKN,Weekly,4,39,19967,432,34,30,2,21,66,26,3,2022
309,26761,BKN SF Express,11,2,5,Fri,Bikaner,KOTA,Jpr,Twice in week,1,32,12153,432,23,23,1,10,71,10,9,2022
310,28411,Rajdhani Express,14,3,6,Tue,Bikaner,BKN,UDP,Daily,1,10,16419,432,23,22,1,20,71,8,9,2020
311,22720,Partap SF Express,20,1,7,Mon,Bikaner,JDP,JDP,Daily,3,22,11187,432,24,24,1,15,66,23,8,2022
312,19111,BKN SF Express,19,2,9,Fri,Bikaner,JSM,UDP,Weekly,4,8,20793,432,24,21,1,15,74,10,6,2022
313,57174,LEELAN SF Express,13,1,9,Wed,Bikaner,UDP,Jpr,Daily,1,41,10186,432,33,20,3,20,70,2,7,2022
314,21489,Shatabdi Express,26,2,7,Sun,Bikaner,UDP,KOTA,Daily,1,26,26483,432,22,20,3,10,72,4,8,2021
315,79548,Shatabdi Express,12,2,5,Sat,Bikaner,DLI,JSM,Daily,4,16,22624,432,27,33,4,4,71,17,3,2022
316,47804,Shatabdi Express,10,2,9,Tue,Bikaner,BKN,Jpr,Weekly,1,30,29852,432,20,21,2,16,72,20,2,2019
317,62546,LEELAN SF Express,26,2,6,Wed,Bikaner,DLI,UDP,Weekly,3,17,29760,432,27,30,3,13,70,9,5,2022
318,82903,Rajdhani Express,17,2,9,Thu,Bikaner,JSM,UDP,Twice in week,4,39,23189,432,32,23,3,17,70,21,4,2020
319,22262,Garbi Rath,28,2,5,Sat,Bikaner,JDP,JSM,Weekly,1,25,23651,432,30,34,3,8,74,11,4,2019
320,90009,Double Decker,12,3,5,Tue,Bikaner,BKN,JDP,Weekly,2,19,12599,432,23,21,4,4,67,12,1,2021
321,32622,Suratgarh Express,20,2,6,Wed,Bikaner,UDP,DLI,Daily,3,3,24422,432,29,20,3,16,67,11,6,2020
322,19004,LEELAN SF Express,17,2,8,Mon,Bikaner,JDP,UDP,Twice in week,1,28,16459,432,25,23,4,7,66,12,2,2021
323,14762,Vande Bharat Express,18,3,8,Sun,Bikaner,Jpr,UDP,Weekly,2,22,12863,432,22,27,1,7,68,16,11,2019
324,16077,Vande Bharat Express,12,2,8,Mon,Bikaner,JSM,KOTA,Twice in week,2,16,29754,432,28,31,2,13,67,10,5,2022
325,11822,LEELAN SF Express,10,1,5,Thu,Bikaner,Jpr,KOTA,Daily,3,29,18946,432,21,28,3,6,67,14,3,2019
326,27786,Partap SF Express,22,2,5,Thu,Bikaner,Jpr,Jpr,Twice in week,4,11,26875,432,21,29,2,12,74,5,6,2022
327,25488,Rajdhani Express,20,3,7,Thu,Bikaner,JDP,BKN,Weekly,3,3,28697,432,20,22,4,13,67,2,1,2019
328,77402,Kota SGNR SF SPL,29,1,6,Mon,Bikaner,Jpr,DLI,Daily,4,31,17563,432,31,29,1,22,70,21,8,2021
329,36041,Suratgarh Express,23,3,9,Sat,Bikaner,UDP,BKN,Daily,2,28,11136,432,25,20,4,11,65,28,5,2022
330,41408,Suratgarh Express,25,3,5,Sun,Bikaner,Jpr,Jpr,Twice in week,2,31,28416,432,30,31,1,12,65,30,11,2020
331,78745,Double Decker,11,1,9,Sat,Bikaner,KOTA,JSM,Weekly,3,30,12519,432,34,25,1,21,73,9,8,2020
332,91625,Partap SF Express,13,3,9,Thu,Bikaner,UDP,DLI,Weekly,1,10,26701,432,22,30,3,4,71,4,4,2019
333,22136,Partap SF Express,10,3,7,Tue,Bikaner,BKN,Jpr,Twice in week,4,12,12549,432,24,26,1,12,73,26,10,2019
334,76209,LEELAN SF Express,27,2,9,Tue,Bikaner,DLI,JSM,Twice in week,1,19,13712,432,34,30,4,17,72,2,1,2022
335,66323,Vande Bharat Express,13,3,7,Sun,Bikaner,JSM,DLI,Twice in week,1,4,14515,432,30,24,1,17,70,13,5,2022
336,52322,Kota SGNR SF SPL,19,3,7,Sun,Bikaner,UDP,UDP,Twice in week,1,13,26352,432,27,32,2,9,74,6,4,2021
337,43688,Suratgarh Express,27,3,9,Wed,Bikaner,JDP,DLI,Daily,1,29,27237,432,33,21,3,23,66,24,6,2020
338,80534,BKN SF Express,22,2,8,Mon,Bikaner,DLI,BKN,Twice in week,2,5,13638,432,20,25,4,10,66,29,3,2022
339,61693,Vande Bharat Express,26,1,7,Sat,Bikaner,UDP,UDP,Daily,1,17,10905,432,29,26,2,9,65,4,3,2021
340,22791,LEELAN SF Express,23,2,5,Fri,Bikaner,Jpr,Jpr,Daily,3,12,24244,432,29,31,2,19,70,30,3,2019
341,74700,Vande Bharat Express,11,1,6,Thu,Bikaner,Jpr,JSM,Weekly,1,31,23107,432,22,28,2,18,74,13,5,2020
342,73928,LEELAN SF Express,11,2,5,Wed,Bikaner,JDP,BKN,Weekly,4,28,28106,432,34,31,1,7,67,7,11,2020
343,50032,LEELAN SF Express,20,1,5,Thu,Bikaner,UDP,DLI,Weekly,1,32,16949,432,23,20,3,11,66,27,10,2019
344,93943,Vande Bharat Express,22,2,5,Tue,Bikaner,UDP,JDP,Twice in week,1,38,18371,432,30,23,2,14,69,6,6,2019
345,69886,Shatabdi Express,16,2,5,Sat,Bikaner,UDP,DLI,Twice in week,1,41,10981,432,31,27,3,8,72,18,9,2020
346,40646,Rajdhani Express,29,3,8,Wed,Bikaner,DLI,DLI,Weekly,3,23,25194,432,32,20,2,14,74,29,10,2020
347,66903,Shatabdi Express,19,2,9,Tue,Bikaner,BKN,BKN,Twice in week,3,15,15463,432,24,31,2,15,71,1,1,2019
348,14585,Rajdhani Express,12,1,7,Thu,Bikaner,JSM,UDP,Daily,2,3,28629,432,27,21,1,12,73,5,5,2019
349,67424,Partap SF Express,24,2,5,Tue,Bikaner,JDP,DLI,Weekly,1,25,15823,432,28,31,4,13,65,8,9,2022
350,25990,Shatabdi Express,17,2,9,Sun,Bikaner,JDP,KOTA,Weekly,2,3,13897,432,32,28,1,6,72,1,10,2020
351,69159,Rajdhani Express,29,1,6,Thu,Bikaner,UDP,DLI,Daily,3,33,17674,432,30,29,1,5,74,27,4,2021
352,19973,LEELAN SF Express,21,2,8,Sun,Bikaner,DLI,KOTA,Weekly,1,6,23289,432,24,22,3,15,72,2,1,2022
353,85261,Shatabdi Express,20,1,9,Wed,Bikaner,DLI,JDP,Daily,2,31,21528,432,30,32,3,11,65,1,3,2021
354,48959,Kota SGNR SF SPL,24,3,6,Sat,Bikaner,JDP,DLI,Twice in week,3,4,13683,432,23,26,2,8,71,26,1,2021
355,30240,Double Decker,27,3,8,Fri,Bikaner,UDP,BKN,Daily,3,20,13224,432,23,27,3,20,66,1,6,2019
356,48460,Suratgarh Express,26,2,5,Tue,Bikaner,KOTA,JDP,Daily,3,8,19940,432,22,34,3,18,71,20,3,2019
357,91045,Rajdhani Express,14,2,9,Thu,Bikaner,JDP,DLI,Twice in week,4,30,21867,432,23,24,3,21,70,25,7,2022
358,10693,Kota SGNR SF SPL,20,3,6,Mon,Bikaner,KOTA,KOTA,Twice in week,1,33,18443,432,32,22,4,22,71,7,5,2022
359,37014,Shatabdi Express,16,1,5,Sun,Bikaner,KOTA,DLI,Weekly,1,33,28211,432,24,26,3,4,67,13,8,2021
360,43734,Vande Bharat Express,22,1,6,Wed,Bikaner,BKN,JDP,Daily,4,24,19691,432,32,21,1,22,72,17,5,2020
361,55199,Shatabdi Express,15,1,7,Sun,Bikaner,JDP,BKN,Weekly,1,9,10964,432,31,27,2,13,74,1,4,2019
362,29387,Double Decker,10,3,6,Fri,Bikaner,JSM,Jpr,Daily,3,20,22098,432,20,22,3,16,65,6,6,2020
363,82216,Shatabdi Express,24,3,7,Sun,Bikaner,KOTA,JSM,Twice in week,1,27,17040,432,28,28,2,4,69,11,3,2020
364,54411,Kota SGNR SF SPL,26,3,9,Fri,Bikaner,JSM,KOTA,Twice in week,1,31,28972,432,32,31,4,21,70,6,3,2020
365,21826,Vande Bharat Express,29,1,6,Thu,Bikaner,KOTA,BKN,Daily,3,3,19034,432,34,34,3,21,68,21,9,2019
366,35443,Double Decker,29,2,8,Sat,Bikaner,KOTA,UDP,Weekly,2,35,23816,432,33,22,1,21,71,18,8,2021
367,36205,Partap SF Express,13,1,6,Tue,Bikaner,JSM,KOTA,Weekly,4,8,11718,432,21,31,3,22,67,26,4,2022
368,70679,Suratgarh Express,18,2,6,Wed,Bikaner,DLI,JDP,Weekly,3,14,24543,432,32,31,1,9,66,14,10,2019
369,28779,Rajdhani Express,28,1,6,Mon,Bikaner,Jpr,UDP,Twice in week,4,39,12830,432,21,29,1,17,66,4,7,2019
370,47365,BKN SF Express,17,3,6,Thu,Bikaner,KOTA,JSM,Twice in week,4,9,18589,432,21,26,3,19,72,8,9,2021
371,43130,Garbi Rath,16,1,6,Sat,Bikaner,BKN,Jpr,Twice in week,4,9,24174,432,22,27,2,17,65,15,1,2020
372,96194,Partap SF Express,14,2,6,Sat,Bikaner,KOTA,JDP,Weekly,2,18,23429,432,28,30,1,16,69,18,5,2019
373,81221,Shatabdi Express,18,3,5,Tue,Bikaner,JDP,JSM,Twice in week,2,31,20658,432,34,22,2,5,70,20,9,2019
374,93339,Rajdhani Express,11,1,5,Sat,Bikaner,UDP,BKN,Twice in week,2,37,20516,432,20,21,4,22,67,4,10,2019
375,33581,Garbi Rath,18,1,8,Wed,Bikaner,Jpr,KOTA,Twice in week,3,26,17181,432,30,31,1,11,74,29,7,2021
376,39658,BKN SF Express,10,3,6,Sat,Bikaner,BKN,DLI,Daily,4,33,13305,432,25,31,1,16,65,14,7,2022
377,88722,Suratgarh Express,29,3,9,Wed,Bikaner,Jpr,JSM,Twice in week,4,20,23078,432,33,27,1,20,72,16,6,2021
378,71390,Rajdhani Express,20,3,7,Sun,Bikaner,KOTA,Jpr,Weekly,3,20,11852,432,21,21,2,5,70,13,8,2019
379,50793,Garbi Rath,16,1,8,Fri,Bikaner,BKN,DLI,Weekly,2,24,28097,432,27,29,1,10,71,6,4,2020
380,45147,Shatabdi Express,24,3,6,Sat,Bikaner,DLI,BKN,Daily,1,41,23883,432,33,32,4,8,68,20,9,2022
381,96870,Suratgarh Express,23,3,5,Tue,Bikaner,JDP,JSM,Daily,3,25,27968,432,30,24,4,20,66,17,11,2022
382,89984,BKN SF Express,14,1,5,Sat,Bikaner,JDP,KOTA,Weekly,1,25,10335,432,26,25,1,13,74,26,9,2020
383,79512,Kota SGNR SF SPL,10,3,9,Wed,Bikaner,Jpr,DLI,Daily,2,26,12922,432,33,25,2,7,74,10,3,2019
384,62700,LEELAN SF Express,12,2,6,Wed,Bikaner,BKN,KOTA,Twice in week,4,9,22415,432,31,31,2,23,66,27,6,2019
385,61297,Rajdhani Express,26,3,6,Sat,Bikaner,JSM,KOTA,Twice in week,4,31,21674,432,23,21,4,21,65,23,10,2019
386,69276,BKN SF Express,19,1,5,Tue,Bikaner,JDP,JSM,Twice in week,1,8,26911,432,28,22,1,14,69,10,1,2020
387,95158,Vande Bharat Express,24,3,8,Tue,Bikaner,DLI,DLI,Weekly,2,27,10131,432,32,20,4,19,66,4,11,2019
388,29946,Suratgarh Express,10,1,8,Fri,Bikaner,BKN,Jpr,Daily,2,8,24321,432,22,27,4,9,65,21,2,2022
389,98321,Shatabdi Express,19,1,7,Sun,Bikaner,KOTA,UDP,Weekly,4,8,19286,432,31,25,3,21,73,9,11,2022
390,51031,LEELAN SF Express,18,3,5,Sun,Bikaner,DLI,KOTA,Weekly,3,14,26623,432,34,21,2,17,72,24,1,2022
391,76457,Shatabdi Express,20,1,6,Tue,Bikaner,JDP,DLI,Daily,1,6,12364,432,31,34,1,8,72,30,6,2019
392,18482,Kota SGNR SF SPL,24,2,7,Tue,Bikaner,DLI,JSM,Daily,3,23,24006,432,21,30,4,10,66,2,10,2022
393,70559,Double Decker,10,2,9,Sun,Bikaner,JDP,DLI,Daily,4,35,10660,432,24,20,2,5,72,7,5,2019
394,42588,Garbi Rath,10,1,6,Sat,Bikaner,JSM,UDP,Daily,1,25,29641,432,25,30,3,16,66,25,1,2021
395,38582,Suratgarh Express,17,2,5,Mon,Bikaner,UDP,DLI,Weekly,1,13,21269,432,26,24,3,5,73,15,2,2022
