,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
192,73131,Mandore SF EXpress,25,1,7,Tue,Jodhpur,JSM,Jpr,Daily,1,5,29930,861,31,26,1,7,67,15,7,2019
193,66903,Ranikhet Epress,25,1,5,Thu,Jodhpur,Jpr,BME,Twice in week,1,19,22089,861,22,26,3,6,68,29,1,2022
194,54421,Marudhar Express,28,1,5,Mon,Jodhpur,BME,BME,Weekly,2,30,27898,861,23,30,4,13,66,23,1,2019
195,98020,Rajdhani Express,16,1,9,Tue,Jodhpur,RNT,JDP,Daily,3,22,28759,861,24,21,1,5,68,19,8,2019
196,95275,Marudhar Express,16,2,6,Thu,Jodhpur,BME,Jpr,Twice in week,2,18,14099,861,21,31,4,22,71,18,10,2019
197,68882,Rajdhani Express,14,3,5,Sat,Jodhpur,RNT,UDP,Weekly,1,11,26829,861,28,20,1,7,66,24,11,2021
198,69014,Rameshwaram Humsafar Express,12,2,7,Thu,Jodhpur,JSM,JSM,Daily,3,7,13312,861,27,33,1,9,72,13,2,2020
199,79689,Rameshwaram Humsafar Express,21,2,7,Fri,Jodhpur,BKN,BME,Weekly,3,3,20145,861,28,32,2,4,65,4,1,2020
200,18896,Double Decker,13,1,6,Wed,Jodhpur,JDP,Jpr,Weekly,2,18,14977,861,23,23,3,8,67,28,7,2020
201,81484,Rajdhani Express,28,3,5,Fri,Jodhpur,BKN,JDP,Twice in week,3,31,11211,861,23,26,1,9,69,28,8,2021
202,35590,RNT SF Express,21,3,6,Wed,Jodhpur,RNT,UDP,Twice in week,2,17,22374,861,27,23,3,11,68,11,3,2019
203,31953,Shatabdi Express,10,3,7,Mon,Jodhpur,Jpr,UDP,Weekly,1,15,12776,861,30,22,1,10,69,3,10,2019
204,97580,Rajdhani Express,27,1,9,Sun,Jodhpur,JSM,RNT,Daily,3,6,29608,861,28,32,4,4,72,6,3,2019
205,86492,RNT SF Express,15,1,5,Tue,Jodhpur,Jpr,JSM,Twice in week,1,9,14052,861,28,25,1,20,69,11,7,2022
206,11450,RNT SF Express,29,3,7,Tue,Jodhpur,JSM,BME,Weekly,2,24,23277,861,29,33,3,11,68,13,2,2021
207,27035,Rameshwaram Humsafar Express,26,1,6,Sat,Jodhpur,Jpr,RNT,Weekly,1,18,10687,861,30,28,4,12,69,6,9,2019
208,46397,Mandore SF EXpress,23,1,6,Tue,Jodhpur,UDP,JDP,Twice in week,3,23,22493,861,24,23,1,6,65,19,8,2022
209,44545,RNT SF Express,19,3,6,Thu,Jodhpur,RNT,BME,Twice in week,1,28,24831,861,31,34,4,15,65,18,3,2020
210,53117,Barmer SF Express,13,3,7,Thu,Jodhpur,JSM,BME,Weekly,2,6,20589,861,22,25,3,13,69,6,1,2022
211,13555,Double Decker,28,2,6,Fri,Jodhpur,Jpr,UDP,Daily,3,27,26232,861,27,25,1,7,70,20,11,2022
212,29757,Rajdhani Express,13,3,9,Thu,Jodhpur,BME,JDP,Daily,2,32,20870,861,29,30,4,13,73,26,2,2022
213,88136,Ranikhet Epress,12,1,7,Thu,Jodhpur,RNT,BKN,Weekly,1,22,12125,861,29,31,4,12,69,29,3,2022
214,80224,Double Decker,25,2,5,Wed,Jodhpur,JDP,BKN,Weekly,3,17,26514,861,27,30,3,6,74,10,7,2022
215,14657,Double Decker,15,3,7,Mon,Jodhpur,JSM,Jpr,Twice in week,1,8,12989,861,26,23,4,23,66,15,7,2019
216,90508,Marudhar Express,28,3,7,Wed,Jodhpur,JDP,BKN,Weekly,2,12,20727,861,24,20,3,5,65,3,11,2021
217,90473,Barmer SF Express,27,2,6,Thu,Jodhpur,JDP,RNT,Twice in week,1,4,15180,861,20,29,2,21,66,5,9,2021
218,13168,Mandore SF EXpress,27,1,5,Thu,Jodhpur,Jpr,JSM,Weekly,3,18,15035,861,27,32,3,21,69,18,10,2022
219,76003,Mandore SF EXpress,19,2,9,Thu,Jodhpur,UDP,RNT,Twice in week,3,25,27792,861,20,34,1,6,67,1,3,2022
220,31153,Shatabdi Express,23,1,8,Wed,Jodhpur,RNT,JSM,Daily,3,6,14054,861,22,22,3,7,67,28,4,2021
221,92681,Barmer SF Express,12,1,8,Sat,Jodhpur,JDP,RNT,Twice in week,3,26,22954,861,24,25,2,9,73,29,4,2019
222,47236,Shatabdi Express,17,3,7,Fri,Jodhpur,JDP,JSM,Daily,3,34,19353,861,26,31,4,16,65,18,8,2022
223,20620,Ranikhet Epress,24,2,6,Fri,Jodhpur,BKN,Jpr,Weekly,2,10,15789,861,28,30,1,15,72,11,3,2019
224,38205,Rajdhani Express,20,1,9,Fri,Jodhpur,BKN,RNT,Daily,2,12,17958,861,27,28,1,12,67,14,7,2021
225,51387,Rameshwaram Humsafar Express,13,2,5,Sun,Jodhpur,BKN,RNT,Weekly,3,17,16086,861,20,31,4,5,71,23,6,2022
226,50165,Marudhar Express,26,1,8,Sun,Jodhpur,RNT,BME,Daily,1,18,27325,861,24,24,4,7,67,6,2,2019
227,44547,JODHPUR INTERCITY SF Express,15,3,6,Mon,Jodhpur,JSM,Jpr,Twice in week,2,34,14381,861,30,26,2,8,65,23,3,2019
228,93994,Ranikhet Epress,17,2,5,Thu,Jodhpur,Jpr,UDP,Daily,1,9,13038,861,22,33,1,12,69,10,4,2022
229,17439,JODHPUR INTERCITY SF Express,19,1,9,Mon,Jodhpur,JSM,BME,Twice in week,1,34,11146,861,22,24,1,22,71,18,9,2022
230,63575,Marudhar Express,17,2,7,Thu,Jodhpur,Jpr,BME,Twice in week,3,6,10033,861,21,25,2,4,66,26,3,2022
231,71380,Marudhar Express,27,3,9,Mon,Jodhpur,RNT,UDP,Daily,3,7,18251,861,25,30,2,13,71,16,7,2020
232,95761,Shatabdi Express,10,1,6,Mon,Jodhpur,Jpr,Jpr,Twice in week,1,14,17545,861,23,25,2,18,74,15,10,2022
233,47411,Rajdhani Express,26,1,7,Tue,Jodhpur,UDP,JDP,Twice in week,2,21,15282,861,27,32,2,10,70,27,7,2020
234,86016,Double Decker,28,3,5,Wed,Jodhpur,JSM,BME,Daily,1,32,26528,861,27,24,1,13,73,4,2,2020
235,57473,Ranikhet Epress,25,2,9,Sun,Jodhpur,RNT,BKN,Twice in week,1,26,26584,861,30,26,2,12,71,6,9,2022
236,62568,JODHPUR INTERCITY SF Express,18,1,9,Sat,Jodhpur,JSM,Jpr,Twice in week,1,15,15436,861,28,27,3,10,67,25,6,2019
237,50096,Marudhar Express,19,2,5,Tue,Jodhpur,JDP,RNT,Weekly,3,18,12818,861,28,21,4,11,68,7,7,2019
238,36471,Barmer SF Express,10,3,7,Mon,Jodhpur,BKN,JDP,Twice in week,1,3,19897,861,21,28,2,14,74,12,1,2021
239,75935,Rajdhani Express,28,2,5,Wed,Jodhpur,BME,UDP,Weekly,3,22,16718,861,27,20,3,12,74,15,7,2020
240,29043,Ranikhet Epress,27,2,8,Wed,Jodhpur,Jpr,JSM,Twice in week,2,30,14974,861,22,20,1,20,73,3,3,2020
241,11542,Rajdhani Express,22,1,9,Thu,Jodhpur,JDP,JSM,Weekly,2,19,28539,861,30,21,2,8,74,19,4,2020
242,83985,Barmer SF Express,16,2,7,Sat,Jodhpur,BME,BKN,Daily,1,26,26254,861,30,20,2,16,70,21,7,2022
243,26921,Rajdhani Express,15,2,7,Thu,Jodhpur,BKN,UDP,Daily,1,16,27163,861,30,29,1,18,71,15,1,2020
244,55931,Rameshwaram Humsafar Express,28,1,5,Wed,Jodhpur,UDP,BME,Weekly,1,5,20933,861,27,30,1,22,67,7,9,2021
245,95438,Marudhar Express,24,3,5,Sun,Jodhpur,JSM,BME,Twice in week,1,28,24548,861,25,22,4,15,73,2,1,2021
246,63380,Mandore SF EXpress,13,2,7,Wed,Jodhpur,JDP,UDP,Twice in week,1,23,13341,861,22,29,3,4,69,5,6,2020
247,70342,Ranikhet Epress,27,3,8,Thu,Jodhpur,BME,UDP,Twice in week,3,6,11581,861,30,30,3,15,66,24,9,2021
248,55392,Shatabdi Express,17,2,5,Sun,Jodhpur,JSM,Jpr,Weekly,2,4,16052,861,30,25,4,13,74,20,7,2022
249,82006,Shatabdi Express,12,1,5,Sat,Jodhpur,BME,RNT,Weekly,1,13,10892,861,25,26,2,21,66,9,3,2021
250,89896,JODHPUR INTERCITY SF Express,25,3,9,Mon,Jodhpur,Jpr,JSM,Twice in week,3,4,19982,861,27,30,2,8,68,7,3,2020
251,73442,JODHPUR INTERCITY SF Express,20,1,9,Fri,Jodhpur,BKN,BME,Twice in week,3,30,14942,861,29,33,2,10,68,19,4,2019
252,77107,RNT SF Express,27,3,6,Wed,Jodhpur,JDP,RNT,Weekly,2,16,12056,861,22,34,3,8,67,22,8,2020
253,98078,Marudhar Express,25,3,7,Sun,Jodhpur,JSM,JSM,Twice in week,1,19,23459,861,30,24,4,6,67,5,1,2022
254,96877,Rajdhani Express,10,2,6,Tue,Jodhpur,BKN,UDP,Daily,3,31,13428,861,20,20,1,4,66,8,7,2019
255,32520,Double Decker,23,2,6,Sun,Jodhpur,RNT,JSM,Daily,1,18,21308,861,23,34,4,20,70,19,3,2019
256,49042,Rajdhani Express,14,3,7,Mon,Jodhpur,BKN,BME,Twice in week,3,21,29296,861,29,24,1,18,74,29,10,2019
257,94012,Marudhar Express,15,3,6,Thu,Jodhpur,JDP,UDP,Twice in week,1,15,20709,861,27,22,3,23,72,30,4,2022
258,34679,RNT SF Express,17,2,5,Wed,Jodhpur,BKN,BME,Daily,3,29,26437,861,20,26,3,10,68,13,6,2019
259,54779,Ranikhet Epress,11,3,7,Sat,Jodhpur,UDP,Jpr,Weekly,1,18,10042,861,22,33,2,10,65,18,2,2020
260,97996,Double Decker,14,1,8,Sat,Jodhpur,JDP,JSM,Twice in week,3,22,12262,861,27,26,3,13,73,2,11,2021
261,17307,Marudhar Express,23,1,9,Thu,Jodhpur,JSM,JSM,Daily,2,31,16581,861,26,28,2,15,71,2,6,2021
262,13878,Shatabdi Express,26,1,7,Tue,Jodhpur,BKN,BKN,Daily,1,20,20947,861,21,20,2,11,72,1,9,2020
263,23822,Marudhar Express,12,2,5,Sat,Jodhpur,Jpr,JSM,Daily,2,6,29066,861,25,30,1,7,69,9,1,2019
264,16678,Ranikhet Epress,23,2,8,Wed,Jodhpur,JSM,JDP,Twice in week,3,29,21313,861,20,23,1,21,66,30,1,2020
265,26397,Barmer SF Express,27,2,8,Thu,Jodhpur,Jpr,BKN,Twice in week,1,28,25363,861,27,29,2,14,72,10,3,2019
266,79722,Ranikhet Epress,13,1,8,Sun,Jodhpur,JSM,BME,Twice in week,1,7,11978,861,31,34,2,7,74,30,5,2022
267,73364,Double Decker,15,1,8,Tue,Jodhpur,BME,JSM,Daily,1,26,11942,861,22,31,4,23,65,7,8,2020
268,50743,Rameshwaram Humsafar Express,17,1,7,Sat,Jodhpur,Jpr,Jpr,Twice in week,1,15,24869,861,31,33,3,20,72,20,6,2020
269,60691,Rameshwaram Humsafar Express,11,3,8,Mon,Jodhpur,Jpr,JDP,Daily,2,30,17026,861,29,20,3,4,65,23,9,2019
270,75609,Barmer SF Express,13,3,5,Tue,Jodhpur,JSM,JDP,Twice in week,2,4,28123,861,25,22,1,13,71,7,10,2022
271,17301,Barmer SF Express,19,2,8,Mon,Jodhpur,BKN,JSM,Weekly,3,12,21567,861,20,25,3,13,69,5,9,2022
272,85707,Barmer SF Express,22,1,9,Thu,Jodhpur,Jpr,RNT,Daily,2,15,21474,861,24,24,2,11,70,10,1,2019
273,26228,Barmer SF Express,13,3,9,Fri,Jodhpur,UDP,JSM,Weekly,3,19,29117,861,22,33,3,21,74,16,6,2019
274,23671,Ranikhet Epress,15,1,9,Sat,Jodhpur,JDP,BKN,Twice in week,3,17,13058,861,31,23,3,10,65,9,7,2021
275,41539,RNT SF Express,22,2,8,Tue,Jodhpur,BKN,RNT,Daily,2,34,23305,861,30,31,3,9,72,28,4,2021
276,85910,Rameshwaram Humsafar Express,17,1,5,Fri,Jodhpur,JDP,RNT,Twice in week,3,23,23659,861,26,25,2,19,65,6,6,2021
277,10242,Mandore SF EXpress,18,3,9,Fri,Jodhpur,JDP,JDP,Daily,2,34,23759,861,20,24,1,5,71,24,7,2022
278,57827,Double Decker,22,2,7,Fri,Jodhpur,RNT,BME,Weekly,3,4,29560,861,30,22,1,15,70,21,5,2022
279,42146,Double Decker,11,1,6,Mon,Jodhpur,JSM,JSM,Weekly,3,17,26758,861,22,26,2,6,68,16,11,2021
280,68058,Mandore SF EXpress,11,2,6,Wed,Jodhpur,JDP,UDP,Daily,1,32,22223,861,25,23,4,10,72,6,4,2019
281,57165,RNT SF Express,18,1,8,Tue,Jodhpur,Jpr,RNT,Weekly,2,19,27350,861,28,23,4,20,73,2,2,2021
282,80179,Double Decker,15,1,9,Tue,Jodhpur,Jpr,BME,Twice in week,1,21,13554,861,27,23,1,4,70,2,8,2019
283,47477,Mandore SF EXpress,18,1,6,Fri,Jodhpur,BKN,UDP,Twice in week,3,5,25776,861,31,30,2,18,71,7,9,2019
284,19099,Double Decker,13,3,8,Wed,Jodhpur,JDP,Jpr,Daily,2,26,15868,861,27,21,1,12,66,2,3,2020
285,84042,Rajdhani Express,12,3,5,Mon,Jodhpur,BKN,UDP,Weekly,3,7,15270,861,28,28,1,5,71,15,8,2022
286,26625,RNT SF Express,22,1,5,Fri,Jodhpur,BME,JDP,Weekly,1,31,20887,861,27,32,3,10,69,7,10,2021
287,42598,RNT SF Express,26,3,9,Sun,Jodhpur,JDP,BKN,Twice in week,3,15,25337,861,20,25,1,18,66,13,6,2019
288,42663,Marudhar Express,14,1,5,Fri,Jodhpur,UDP,JDP,Weekly,1,34,29085,861,31,27,3,15,66,25,1,2022
289,39269,RNT SF Express,17,3,7,Fri,Jodhpur,JDP,BKN,Daily,1,11,10713,861,20,34,2,9,71,22,2,2019
290,64144,Rameshwaram Humsafar Express,29,1,9,Mon,Jodhpur,BKN,BKN,Weekly,2,29,27423,861,27,20,1,17,70,9,1,2021
291,44982,RNT SF Express,18,2,7,Sat,Jodhpur,Jpr,Jpr,Weekly,3,11,27573,861,31,33,1,10,66,16,10,2019
292,82897,Rajdhani Express,21,3,8,Sat,Jodhpur,JSM,UDP,Weekly,2,31,21382,861,23,33,2,13,65,29,4,2020
293,69219,JODHPUR INTERCITY SF Express,22,1,9,Mon,Jodhpur,Jpr,BME,Daily,2,17,18087,861,24,30,2,9,66,1,11,2021
294,82258,Rameshwaram Humsafar Express,28,1,8,Thu,Jodhpur,UDP,JSM,Daily,2,5,25178,861,28,33,3,14,72,25,2,2022
295,34305,Rajdhani Express,17,2,8,Mon,Jodhpur,Jpr,JDP,Weekly,3,18,20791,861,26,20,3,17,67,6,1,2022
296,18716,RNT SF Express,21,3,5,Sun,Jodhpur,Jpr,BME,Twice in week,3,24,16918,861,22,23,2,16,66,23,11,2019
297,27551,Marudhar Express,21,1,6,Mon,Jodhpur,JDP,RNT,Twice in week,1,3,23099,861,21,21,3,15,74,15,9,2022
298,72408,Mandore SF EXpress,24,1,6,Tue,Jodhpur,JSM,JSM,Twice in week,2,20,28908,861,28,28,1,7,69,7,3,2021
299,67463,Barmer SF Express,29,2,6,Wed,Jodhpur,Jpr,BKN,Weekly,1,18,17423,861,30,27,1,4,71,27,7,2019
300,62787,Barmer SF Express,18,1,8,Thu,Jodhpur,UDP,UDP,Weekly,3,17,11134,861,25,30,2,20,69,10,2,2020
301,73628,Shatabdi Express,25,1,5,Fri,Jodhpur,JSM,JSM,Weekly,1,13,27009,861,20,32,3,5,72,1,7,2019
302,33534,Ranikhet Epress,14,3,9,Wed,Jodhpur,UDP,UDP,Twice in week,3,16,26741,861,30,20,1,13,69,10,3,2022
303,87319,RNT SF Express,27,2,7,Fri,Jodhpur,RNT,BME,Daily,3,11,24547,861,28,34,4,14,72,3,4,2021
304,30347,RNT SF Express,19,3,6,Sat,Jodhpur,UDP,BKN,Daily,1,16,23878,861,21,26,1,15,69,17,7,2022
305,79199,Rajdhani Express,25,2,8,Fri,Jodhpur,JSM,JSM,Daily,2,23,23568,861,20,29,1,11,68,10,11,2021
306,52102,Mandore SF EXpress,19,2,8,Fri,Jodhpur,JDP,BME,Twice in week,2,30,22860,861,21,26,3,14,68,7,5,2022
307,83563,Rajdhani Express,25,1,6,Wed,Jodhpur,BME,BME,Twice in week,2,30,25903,861,29,24,3,21,69,18,9,2021
308,73255,Double Decker,14,3,9,Fri,Jodhpur,RNT,BME,Twice in week,3,30,25314,861,23,20,3,15,71,5,3,2020
309,39053,Double Decker,21,2,9,Tue,Jodhpur,JDP,BKN,Twice in week,2,25,18849,861,21,25,3,20,69,7,1,2021
310,20628,Ranikhet Epress,28,1,5,Sun,Jodhpur,RNT,JDP,Daily,1,18,26561,861,27,23,1,10,67,3,7,2022
311,44102,Double Decker,17,3,9,Thu,Jodhpur,UDP,JDP,Twice in week,2,24,29699,861,21,21,3,18,68,10,4,2019
312,84820,Ranikhet Epress,24,1,7,Thu,Jodhpur,BME,BME,Weekly,1,18,21516,861,29,27,3,15,73,13,11,2022
313,99550,Ranikhet Epress,26,2,6,Tue,Jodhpur,JSM,BKN,Twice in week,3,31,26034,861,28,22,3,20,67,27,5,2021
314,74470,JODHPUR INTERCITY SF Express,25,3,5,Thu,Jodhpur,RNT,RNT,Weekly,1,20,20980,861,25,34,1,4,66,24,4,2021
315,94321,Rameshwaram Humsafar Express,19,2,9,Sun,Jodhpur,Jpr,UDP,Daily,1,18,12250,861,28,30,1,15,72,28,6,2021
316,81131,Barmer SF Express,10,1,9,Wed,Jodhpur,JSM,JDP,Daily,3,32,29915,861,27,28,1,6,70,22,8,2021
317,76503,Rajdhani Express,14,2,5,Thu,Jodhpur,UDP,JSM,Daily,3,33,14061,861,26,28,2,23,72,9,4,2021
318,19814,RNT SF Express,21,3,6,Thu,Jodhpur,JDP,JDP,Twice in week,1,31,22100,861,26,34,4,11,65,5,3,2020
319,86025,Mandore SF EXpress,23,2,7,Sun,Jodhpur,JSM,JSM,Twice in week,1,34,16029,861,23,34,3,22,69,22,2,2021
320,80461,Barmer SF Express,17,3,6,Tue,Jodhpur,BKN,BKN,Weekly,3,19,19961,861,30,27,4,11,73,21,8,2022
321,45698,Barmer SF Express,27,1,9,Fri,Jodhpur,Jpr,RNT,Weekly,2,17,18656,861,28,31,4,19,65,15,7,2021
322,41153,Marudhar Express,23,2,5,Sun,Jodhpur,RNT,Jpr,Daily,2,26,27429,861,21,32,1,23,70,17,5,2019
323,37148,JODHPUR INTERCITY SF Express,11,3,6,Thu,Jodhpur,UDP,RNT,Weekly,2,4,23588,861,24,25,2,20,72,28,10,2020
324,28262,Mandore SF EXpress,12,1,9,Tue,Jodhpur,JDP,BKN,Daily,1,19,15285,861,21,22,4,12,71,24,6,2020
325,66854,Rajdhani Express,25,3,8,Wed,Jodhpur,Jpr,BKN,Weekly,2,23,13299,861,30,20,2,8,74,29,2,2019
326,83785,Barmer SF Express,18,3,6,Fri,Jodhpur,JSM,BME,Weekly,1,32,11571,861,30,28,3,11,73,7,7,2020
327,64336,RNT SF Express,17,1,6,Wed,Jodhpur,RNT,BME,Twice in week,1,13,27478,861,23,31,3,12,73,25,7,2022
328,91937,Double Decker,29,1,9,Sun,Jodhpur,RNT,RNT,Daily,2,12,13766,861,21,25,4,4,66,6,2,2021
329,69654,Barmer SF Express,17,2,7,Mon,Jodhpur,BKN,JDP,Twice in week,1,17,26135,861,24,23,3,19,65,12,5,2019
330,84572,Rameshwaram Humsafar Express,28,2,7,Thu,Jodhpur,BKN,UDP,Daily,3,14,26827,861,24,21,2,7,65,1,7,2020
331,54732,Double Decker,17,1,5,Mon,Jodhpur,BME,RNT,Weekly,2,14,22931,861,20,22,4,13,72,1,10,2021
332,39478,JODHPUR INTERCITY SF Express,17,2,7,Thu,Jodhpur,RNT,JDP,Daily,1,4,28607,861,20,27,4,9,72,9,6,2022
333,33432,JODHPUR INTERCITY SF Express,18,1,9,Tue,Jodhpur,BKN,BME,Daily,2,20,29347,861,24,21,2,10,70,13,5,2021
334,79405,Rameshwaram Humsafar Express,28,3,9,Mon,Jodhpur,BKN,BKN,Twice in week,3,22,22893,861,30,29,2,14,66,15,1,2020
335,24796,Double Decker,21,2,8,Sat,Jodhpur,Jpr,BKN,Twice in week,2,18,24541,861,29,30,4,18,72,4,7,2021
336,83039,RNT SF Express,15,2,8,Fri,Jodhpur,BME,JSM,Weekly,3,6,18523,861,24,21,4,16,66,10,5,2022
337,52861,RNT SF Express,29,1,6,Wed,Jodhpur,UDP,BME,Twice in week,1,17,27280,861,30,23,3,23,65,30,7,2019
338,41667,Double Decker,27,2,5,Thu,Jodhpur,BKN,JDP,Daily,3,9,26544,861,22,23,2,5,74,18,10,2021
339,88708,Double Decker,12,3,7,Sun,Jodhpur,JSM,JSM,Weekly,3,29,22162,861,26,25,4,14,71,26,6,2019
340,80549,Shatabdi Express,29,2,6,Tue,Jodhpur,RNT,BKN,Weekly,1,25,22485,861,29,31,4,19,73,25,4,2019
341,35246,RNT SF Express,26,3,8,Mon,Jodhpur,JDP,RNT,Daily,1,6,16501,861,25,24,3,10,74,21,1,2020
342,41581,Double Decker,24,1,9,Sun,Jodhpur,JDP,BME,Twice in week,3,20,27495,861,20,30,4,20,73,28,8,2019
343,80224,Mandore SF EXpress,25,3,5,Thu,Jodhpur,JDP,RNT,Twice in week,1,31,15851,861,23,23,4,8,67,5,9,2021
344,40867,Ranikhet Epress,20,1,6,Mon,Jodhpur,Jpr,BKN,Weekly,3,3,28969,861,31,23,2,18,67,13,1,2021
345,95193,Marudhar Express,11,1,7,Tue,Jodhpur,BKN,RNT,Twice in week,3,14,29057,861,26,25,2,5,70,1,10,2019
346,54927,Double Decker,17,3,6,Fri,Jodhpur,JSM,BME,Twice in week,2,29,13736,861,27,20,3,19,66,22,4,2021
347,98713,RNT SF Express,13,1,8,Tue,Jodhpur,BME,UDP,Daily,3,6,28328,861,31,33,1,4,74,2,10,2020
348,67336,Rajdhani Express,10,1,8,Tue,Jodhpur,RNT,Jpr,Twice in week,3,20,12168,861,23,20,1,21,66,13,7,2020
349,21070,Rameshwaram Humsafar Express,18,3,8,Tue,Jodhpur,RNT,JSM,Weekly,1,28,17807,861,30,22,4,6,71,13,10,2021
350,87347,JODHPUR INTERCITY SF Express,22,1,7,Fri,Jodhpur,Jpr,JDP,Weekly,1,33,14829,861,29,24,3,22,65,14,5,2022
351,17479,Rajdhani Express,11,2,7,Mon,Jodhpur,UDP,JDP,Daily,1,31,22866,861,27,22,4,13,72,26,10,2020
352,28738,Shatabdi Express,13,2,7,Mon,Jodhpur,JSM,Jpr,Daily,3,13,21857,861,22,23,2,23,73,29,6,2020
353,89348,Ranikhet Epress,28,2,5,Thu,Jodhpur,JDP,JDP,Twice in week,3,23,13209,861,30,29,4,15,72,27,2,2019
354,69430,Double Decker,17,2,8,Fri,Jodhpur,JDP,BKN,Weekly,2,27,15528,861,30,27,2,7,68,25,6,2021
355,92345,Marudhar Express,29,2,7,Thu,Jodhpur,RNT,Jpr,Daily,1,23,19196,861,28,28,2,5,73,23,5,2021
356,94507,Rajdhani Express,26,2,7,Thu,Jodhpur,RNT,RNT,Daily,1,16,20204,861,27,21,4,5,67,15,2,2020
357,19149,Marudhar Express,22,2,8,Tue,Jodhpur,BME,UDP,Twice in week,2,12,22461,861,24,25,3,4,74,19,8,2019
358,46179,Ranikhet Epress,10,3,8,Mon,Jodhpur,Jpr,JSM,Daily,1,3,26606,861,23,27,2,15,65,20,10,2022
359,34949,Ranikhet Epress,11,2,6,Mon,Jodhpur,UDP,BME,Daily,3,27,28890,861,28,27,1,14,73,17,10,2021
360,25830,Rameshwaram Humsafar Express,22,1,7,Sat,Jodhpur,JSM,UDP,Weekly,2,31,12765,861,22,21,3,5,65,2,2,2019
361,66194,Rameshwaram Humsafar Express,20,3,7,Mon,Jodhpur,UDP,Jpr,Daily,2,14,22008,861,23,26,2,13,73,15,1,2019
362,30450,Rameshwaram Humsafar Express,24,1,6,Wed,Jodhpur,RNT,BME,Daily,1,18,25089,861,29,27,3,7,67,18,7,2022
363,56750,Barmer SF Express,27,3,9,Fri,Jodhpur,RNT,Jpr,Daily,1,34,12366,861,31,23,4,7,69,4,7,2021
364,51439,JODHPUR INTERCITY SF Express,21,2,6,Tue,Jodhpur,Jpr,BKN,Twice in week,3,20,23241,861,24,24,3,9,66,15,3,2022
365,21548,Rameshwaram Humsafar Express,14,2,6,Thu,Jodhpur,UDP,JSM,Weekly,3,26,12373,861,29,26,2,21,68,29,11,2020
366,60016,Rajdhani Express,12,2,6,Tue,Jodhpur,BKN,JSM,Weekly,1,28,28431,861,27,32,1,14,66,16,7,2019
367,82086,Ranikhet Epress,23,1,9,Tue,Jodhpur,BME,RNT,Twice in week,3,15,21657,861,26,34,4,4,72,5,8,2022
368,82633,Rajdhani Express,22,2,8,Sat,Jodhpur,JDP,BME,Weekly,3,23,11751,861,27,27,2,9,71,14,6,2019
369,47016,Shatabdi Express,10,3,7,Sat,Jodhpur,BME,UDP,Weekly,1,33,13408,861,25,25,3,21,66,29,10,2022
370,82469,RNT SF Express,20,3,7,Mon,Jodhpur,BME,RNT,Weekly,2,22,20972,861,31,28,1,6,66,16,3,2022
371,35396,Marudhar Express,18,2,8,Sun,Jodhpur,BKN,Jpr,Daily,2,15,26534,861,26,30,1,20,69,19,3,2020
372,45375,Shatabdi Express,27,2,9,Mon,Jodhpur,UDP,RNT,Weekly,2,31,19389,861,22,26,3,15,71,16,3,2020
373,27708,JODHPUR INTERCITY SF Express,13,3,5,Fri,Jodhpur,RNT,BKN,Weekly,1,12,26437,861,28,27,1,6,71,4,7,2022
374,21182,Shatabdi Express,28,2,6,Sun,Jodhpur,JSM,Jpr,Daily,1,33,23750,861,22,23,2,22,71,22,7,2022
375,58114,Rameshwaram Humsafar Express,24,3,7,Sat,Jodhpur,JSM,BKN,Daily,1,5,22111,861,23,32,1,23,72,12,4,2021
376,49636,RNT SF Express,21,1,5,Mon,Jodhpur,Jpr,UDP,Weekly,1,28,27460,861,25,24,4,8,70,15,5,2019
377,75360,Marudhar Express,11,2,5,Sun,Jodhpur,RNT,UDP,Daily,3,17,13640,861,25,24,4,11,67,22,4,2021
378,97437,Marudhar Express,17,2,7,Sun,Jodhpur,BKN,UDP,Weekly,2,5,13605,861,28,34,1,12,65,28,4,2022
379,57088,Shatabdi Express,12,1,8,Sun,Jodhpur,RNT,JSM,Weekly,2,16,16741,861,27,22,3,7,70,21,11,2022
380,56847,Rameshwaram Humsafar Express,26,3,7,Sat,Jodhpur,UDP,JDP,Daily,3,24,28814,861,24,34,1,5,69,30,3,2021
381,69121,Double Decker,21,3,6,Fri,Jodhpur,JSM,JSM,Daily,1,21,11693,861,24,28,1,18,70,4,7,2019
382,24987,JODHPUR INTERCITY SF Express,14,3,9,Thu,Jodhpur,BME,JDP,Daily,3,34,29427,861,23,29,1,18,68,19,7,2021
383,69131,Rajdhani Express,12,2,7,Sun,Jodhpur,RNT,BKN,Weekly,2,28,25954,861,23,27,4,18,65,6,2,2022
384,21902,Shatabdi Express,14,2,9,Tue,Jodhpur,JDP,UDP,Weekly,2,7,16866,861,31,28,1,6,70,30,4,2019
385,42882,Barmer SF Express,21,3,9,Fri,Jodhpur,BKN,BKN,Weekly,3,31,24322,861,25,34,4,5,73,5,10,2022
386,39476,Shatabdi Express,15,3,7,Sat,Jodhpur,UDP,Jpr,Twice in week,2,26,18878,861,22,25,1,19,67,27,3,2020
