,Train No.,Train Name,No.of Coaches,Class of train,Revenue(lakhs),Day,Station_Name,Start_station,End_station,Frequency,No.Of PLatforms,Total Journey Hours,NO.Of passengers,Number of Dormitories,Dormitories Capacity,Dormitory utilized,Facility Quality Rating,Average Stay Duration,Revenue(THOUSANDS),Date,Month,Year
196,46000,Humsafar Express,11,1,5,Fri,Udaipur,Dli,BKN,Twice in week,5,3,25915,703,23,21,3,5,71,10,7,2021
197,47372,Yoga Express,27,1,12,Sun,Udaipur,Dli,BKN,Twice in week,5,11,23086,703,20,20,1,13,64,25,9,2019
198,27979,Dee Rzt Exp,23,1,6,Mon,Udaipur,Dli,JDP,Twice in week,2,4,12662,703,25,23,1,11,71,17,3,2021
199,67403,Shatabdi Express,14,1,9,Sun,Udaipur,Mount Abu,Dli,Twice in week,4,14,29310,703,22,22,1,11,69,20,6,2022
200,82664,ALL Puri SF Express,24,2,14,Fri,Udaipur,Jpr,UDP,Daily,2,10,10137,703,28,23,4,6,71,2,5,2020
201,87674,Dee Rzt Exp,22,1,11,Thu,Udaipur,Jpr,Jpr,Twice in week,1,30,22058,703,29,21,4,18,68,27,3,2020
202,49858,Vande Bharat Express,15,2,5,Tue,Udaipur,UDP,Dli,Daily,1,9,18528,703,22,29,2,17,64,1,2,2019
203,53577,Rajdhani Express,20,2,14,Mon,Udaipur,JDP,JDP,Daily,1,7,20979,703,23,27,2,14,65,1,7,2022
204,24180,ALL Puri SF Express,18,1,11,Thu,Udaipur,UDP,Dli,Daily,4,22,29743,703,28,28,3,5,70,3,4,2019
205,71274,Shatabdi Express,12,3,5,Mon,Udaipur,UDP,Dli,Daily,1,22,12155,703,29,25,1,22,64,25,8,2019
206,85338,Garbi Rath,16,2,13,Tue,Udaipur,Pali,Mount Abu,Weekly,5,17,24436,703,20,26,2,18,67,30,11,2022
207,89395,Rajdhani Express,27,3,12,Fri,Udaipur,Mount Abu,Dli,Daily,1,5,24928,703,29,26,1,13,64,14,9,2022
208,62718,Rajdhani Express,17,2,12,Wed,Udaipur,BKN,BKN,Weekly,3,7,10421,703,27,23,3,14,65,15,1,2022
209,28309,Garbi Rath,19,3,7,Tue,Udaipur,Dli,Jpr,Twice in week,2,3,20178,703,25,26,4,15,64,6,6,2019
210,47870,Yoga Express,19,2,9,Sun,Udaipur,UDP,JDP,Twice in week,3,5,26107,703,28,22,3,18,62,25,11,2022
211,70611,ALL Puri SF Express,26,3,11,Mon,Udaipur,JDP,UDP,Twice in week,2,30,24511,703,25,29,4,9,69,2,5,2020
212,89427,Double Decker,22,2,14,Sun,Udaipur,JDP,Mount Abu,Daily,1,18,18813,703,23,29,4,20,71,10,7,2019
213,54212,Rajdhani Express,20,2,10,Thu,Udaipur,BKN,Dli,Weekly,2,21,27807,703,27,22,4,17,65,25,8,2022
214,19508,Garbi Rath,19,2,9,Fri,Udaipur,Jpr,Dli,Twice in week,1,26,25717,703,20,21,3,15,65,18,2,2019
215,90206,Humsafar Express,24,2,14,Mon,Udaipur,Jpr,BKN,Weekly,1,21,18174,703,24,23,4,16,62,12,3,2020
216,11978,Vande Bharat Express,25,1,10,Sun,Udaipur,Dli,JDP,Daily,1,20,22079,703,20,20,4,10,66,14,4,2020
217,35715,Vande Bharat Express,11,3,14,Mon,Udaipur,Jpr,Jpr,Twice in week,3,7,10833,703,22,23,2,7,66,23,6,2021
218,28833,Double Decker,29,1,5,Fri,Udaipur,JDP,Jpr,Weekly,1,22,17853,703,28,22,2,10,62,28,9,2019
219,68691,Humsafar Express,12,2,12,Mon,Udaipur,JDP,UDP,Weekly,1,16,28404,703,26,21,4,18,63,29,3,2022
220,53449,Humsafar Express,23,2,12,Sun,Udaipur,Dli,BKN,Twice in week,2,7,13737,703,29,20,4,8,68,14,4,2019
221,67715,Shatabdi Express,21,1,12,Tue,Udaipur,Mount Abu,Mount Abu,Twice in week,5,27,18258,703,20,23,2,6,61,14,4,2019
222,37211,Dee Rzt Exp,15,2,13,Fri,Udaipur,Pali,JDP,Twice in week,5,21,23046,703,29,21,2,21,68,25,3,2022
223,95712,Garbi Rath,29,3,14,Thu,Udaipur,Pali,BKN,Twice in week,5,19,21439,703,28,25,2,4,66,13,11,2022
224,10470,ALL Puri SF Express,14,3,8,Sat,Udaipur,Mount Abu,UDP,Twice in week,3,26,11311,703,25,23,1,14,70,22,7,2022
225,88541,Garbi Rath,19,2,8,Thu,Udaipur,Dli,Dli,Twice in week,2,33,23172,703,23,22,2,23,71,6,1,2020
226,49950,Dee Rzt Exp,10,1,12,Sun,Udaipur,Jpr,Mount Abu,Daily,4,8,28125,703,20,27,4,15,70,28,5,2021
227,16590,Humsafar Express,28,3,9,Wed,Udaipur,JDP,Pali,Daily,1,4,14258,703,25,29,2,5,68,17,9,2019
228,88252,Double Decker,27,1,5,Thu,Udaipur,Dli,Mount Abu,Twice in week,4,19,17444,703,23,20,4,21,68,7,8,2020
229,83366,Garbi Rath,12,2,14,Sun,Udaipur,Jpr,BKN,Daily,3,5,18099,703,23,24,3,4,65,8,8,2021
230,13813,Rajdhani Express,21,2,14,Fri,Udaipur,BKN,Mount Abu,Twice in week,1,28,27535,703,22,20,3,21,71,27,4,2022
231,76498,Chetak Express,15,3,10,Mon,Udaipur,Jpr,Pali,Weekly,2,5,28464,703,21,28,3,12,60,30,9,2020
232,54654,Rajdhani Express,26,2,5,Wed,Udaipur,BKN,Dli,Daily,3,23,12164,703,23,29,1,9,70,11,3,2021
233,87513,Yoga Express,26,1,6,Thu,Udaipur,Mount Abu,BKN,Daily,3,15,28845,703,24,24,3,23,63,19,2,2022
234,71666,Humsafar Express,14,1,9,Fri,Udaipur,BKN,Pali,Weekly,5,22,16042,703,28,23,4,5,68,10,1,2019
235,75297,Shatabdi Express,26,2,10,Tue,Udaipur,JDP,Pali,Weekly,3,5,17503,703,21,22,3,19,63,24,5,2022
236,33794,Chetak Express,25,3,11,Sat,Udaipur,BKN,Pali,Daily,5,8,20985,703,26,22,1,7,64,16,7,2019
237,75169,Chetak Express,11,3,11,Sat,Udaipur,BKN,Pali,Daily,3,34,20748,703,22,27,4,18,69,5,2,2022
238,46875,Shatabdi Express,10,2,7,Sat,Udaipur,Dli,Pali,Daily,1,33,18423,703,25,22,3,7,70,21,2,2022
239,61742,Garbi Rath,11,2,6,Tue,Udaipur,Pali,BKN,Twice in week,4,13,10392,703,26,20,4,13,67,3,1,2022
240,69354,Humsafar Express,15,3,5,Wed,Udaipur,Mount Abu,Pali,Weekly,4,20,14487,703,29,21,1,14,61,25,2,2019
241,69945,ALL Puri SF Express,10,1,5,Sat,Udaipur,JDP,UDP,Weekly,5,16,26321,703,27,29,2,23,68,18,5,2022
242,90493,Dee Rzt Exp,10,2,10,Wed,Udaipur,UDP,BKN,Twice in week,5,15,22210,703,29,26,3,20,71,11,6,2022
243,66931,ALL Puri SF Express,15,3,8,Tue,Udaipur,Jpr,Pali,Daily,5,16,26341,703,24,26,2,13,64,22,7,2021
244,85270,Chetak Express,13,1,6,Fri,Udaipur,UDP,Mount Abu,Weekly,4,32,25225,703,29,25,2,15,61,21,9,2021
245,36259,Double Decker,15,3,8,Sun,Udaipur,Jpr,UDP,Twice in week,2,3,24866,703,24,23,2,12,62,1,1,2020
246,40164,ALL Puri SF Express,20,2,6,Thu,Udaipur,Mount Abu,UDP,Weekly,1,11,10467,703,22,26,2,5,71,20,8,2022
247,23847,Yoga Express,11,1,5,Mon,Udaipur,Pali,BKN,Daily,5,32,17553,703,21,21,4,6,61,16,4,2022
248,16544,Rajdhani Express,12,3,11,Tue,Udaipur,JDP,Jpr,Twice in week,3,34,11351,703,23,25,4,13,70,16,3,2022
249,40891,Rajdhani Express,23,2,8,Fri,Udaipur,Pali,Mount Abu,Twice in week,5,31,10308,703,23,21,4,15,61,10,4,2020
250,99066,Vande Bharat Express,21,1,10,Sat,Udaipur,Jpr,BKN,Twice in week,5,7,13514,703,22,25,2,9,68,30,10,2021
251,22609,Humsafar Express,23,2,11,Wed,Udaipur,BKN,BKN,Weekly,3,24,10875,703,26,29,1,21,60,26,1,2021
252,69592,Rajdhani Express,10,1,10,Fri,Udaipur,BKN,Mount Abu,Weekly,5,24,10114,703,24,25,2,17,66,20,10,2022
253,84270,Chetak Express,22,3,7,Sun,Udaipur,BKN,Pali,Weekly,2,32,17812,703,23,25,2,20,66,10,9,2022
254,70426,Shatabdi Express,13,1,5,Mon,Udaipur,Dli,Pali,Daily,2,12,18820,703,25,28,2,13,61,5,11,2021
255,86553,Double Decker,21,1,10,Thu,Udaipur,Pali,Dli,Weekly,5,21,29188,703,29,25,4,23,62,21,1,2021
256,11193,ALL Puri SF Express,10,3,12,Fri,Udaipur,BKN,JDP,Weekly,5,25,10028,703,24,24,3,16,61,30,8,2022
257,47119,Yoga Express,19,1,12,Fri,Udaipur,JDP,Dli,Weekly,5,24,19029,703,28,28,4,18,69,19,4,2019
258,28325,Dee Rzt Exp,23,1,11,Thu,Udaipur,Jpr,Mount Abu,Daily,1,24,18605,703,27,20,2,9,66,25,11,2019
259,53325,Dee Rzt Exp,18,1,13,Mon,Udaipur,Dli,Jpr,Twice in week,3,19,13997,703,28,22,1,8,68,4,10,2022
260,58607,Rajdhani Express,24,2,10,Mon,Udaipur,BKN,UDP,Twice in week,5,21,12327,703,22,27,1,21,70,7,4,2022
261,99206,Yoga Express,26,1,14,Sat,Udaipur,Mount Abu,Dli,Twice in week,5,28,16610,703,26,23,4,6,67,21,6,2021
262,37587,Rajdhani Express,16,3,13,Sat,Udaipur,JDP,UDP,Daily,3,24,27513,703,23,27,4,12,61,7,7,2021
263,92755,Double Decker,20,2,9,Sun,Udaipur,UDP,JDP,Weekly,1,18,10697,703,27,29,1,15,71,29,2,2021
264,47133,Double Decker,12,1,5,Sun,Udaipur,Jpr,Dli,Twice in week,1,14,25973,703,29,24,4,14,62,12,5,2020
265,81571,ALL Puri SF Express,12,2,14,Thu,Udaipur,Dli,Mount Abu,Weekly,5,24,17670,703,24,24,3,11,61,8,7,2021
266,98790,Dee Rzt Exp,23,3,12,Thu,Udaipur,Mount Abu,BKN,Daily,3,11,21911,703,23,26,2,16,61,8,1,2022
267,60558,ALL Puri SF Express,11,1,14,Thu,Udaipur,Mount Abu,UDP,Daily,5,16,29952,703,23,22,3,15,61,13,2,2020
268,46358,Shatabdi Express,24,3,13,Wed,Udaipur,JDP,Jpr,Weekly,3,12,28301,703,28,20,2,12,68,22,9,2020
269,62144,Yoga Express,22,3,8,Mon,Udaipur,Pali,JDP,Weekly,3,4,17559,703,26,29,4,7,69,2,2,2020
270,11939,Garbi Rath,29,1,12,Thu,Udaipur,Mount Abu,BKN,Twice in week,1,15,15295,703,22,20,1,6,66,9,2,2019
271,36608,Garbi Rath,24,2,8,Sun,Udaipur,Mount Abu,Mount Abu,Twice in week,3,21,22395,703,23,26,2,21,67,20,8,2020
272,31478,Yoga Express,23,2,9,Fri,Udaipur,Mount Abu,UDP,Weekly,2,7,19195,703,29,22,2,22,71,8,10,2020
273,77156,Vande Bharat Express,14,3,6,Fri,Udaipur,Jpr,Mount Abu,Twice in week,4,4,29039,703,23,24,1,21,69,1,4,2021
274,19627,Rajdhani Express,28,1,10,Sun,Udaipur,UDP,JDP,Twice in week,2,15,11276,703,26,24,3,19,69,17,1,2022
275,22402,Shatabdi Express,11,2,13,Fri,Udaipur,JDP,Pali,Weekly,1,3,23121,703,25,23,1,4,65,16,5,2020
276,83473,Humsafar Express,16,3,9,Sat,Udaipur,Pali,Dli,Daily,2,31,26525,703,24,21,3,18,68,14,3,2019
277,31940,Yoga Express,21,1,11,Thu,Udaipur,Pali,JDP,Daily,5,21,25495,703,23,23,1,22,60,19,4,2022
278,44909,Garbi Rath,26,1,12,Wed,Udaipur,Dli,JDP,Weekly,5,18,13530,703,24,22,4,9,66,21,5,2022
279,82449,Shatabdi Express,12,2,7,Sun,Udaipur,UDP,Jpr,Weekly,2,13,27478,703,25,21,2,11,70,17,9,2019
280,36994,Shatabdi Express,28,2,10,Tue,Udaipur,Mount Abu,Dli,Twice in week,3,32,11445,703,29,27,1,4,63,9,8,2019
281,22743,Vande Bharat Express,27,1,7,Sat,Udaipur,Mount Abu,Dli,Twice in week,5,28,24715,703,21,26,2,9,65,24,7,2020
282,83407,Shatabdi Express,22,2,11,Fri,Udaipur,Mount Abu,Pali,Twice in week,4,20,14883,703,25,25,1,10,69,3,10,2020
283,77593,Vande Bharat Express,27,1,13,Sat,Udaipur,Mount Abu,Mount Abu,Daily,3,9,15861,703,27,24,3,12,64,27,2,2019
284,16911,Rajdhani Express,14,1,9,Fri,Udaipur,Pali,UDP,Twice in week,5,26,14902,703,22,25,4,6,64,28,10,2022
285,88089,Humsafar Express,15,1,10,Mon,Udaipur,JDP,JDP,Daily,5,28,29227,703,27,20,3,8,71,19,10,2020
286,76452,Yoga Express,18,2,5,Sun,Udaipur,BKN,JDP,Twice in week,3,29,29184,703,22,22,3,12,69,4,7,2021
287,36077,Shatabdi Express,13,3,14,Mon,Udaipur,Jpr,Dli,Weekly,3,14,16163,703,26,27,3,4,67,17,4,2021
288,91679,Dee Rzt Exp,20,2,9,Sun,Udaipur,BKN,UDP,Daily,3,8,16927,703,27,27,1,6,62,28,8,2020
289,92112,ALL Puri SF Express,28,3,9,Mon,Udaipur,Dli,Mount Abu,Daily,5,28,24525,703,20,28,3,11,60,22,10,2020
290,35982,Rajdhani Express,20,1,11,Wed,Udaipur,UDP,Dli,Daily,5,30,16928,703,20,28,4,7,62,1,2,2021
291,80068,Chetak Express,29,2,6,Fri,Udaipur,Dli,BKN,Twice in week,4,27,26681,703,20,24,2,15,70,4,2,2019
292,46198,Yoga Express,20,3,11,Mon,Udaipur,UDP,Jpr,Weekly,5,34,29566,703,20,21,1,10,66,20,6,2022
293,96767,Chetak Express,27,2,14,Mon,Udaipur,UDP,Dli,Daily,4,19,22221,703,23,21,4,13,63,4,7,2019
294,44540,ALL Puri SF Express,28,1,11,Mon,Udaipur,Pali,Pali,Weekly,1,12,26054,703,29,20,3,17,61,8,8,2019
295,69155,Dee Rzt Exp,22,2,10,Thu,Udaipur,Dli,Dli,Weekly,2,32,10377,703,29,21,3,14,67,15,6,2019
296,72972,Chetak Express,12,2,13,Fri,Udaipur,Pali,BKN,Daily,3,27,12412,703,28,23,3,8,68,24,8,2021
297,89339,Double Decker,26,2,7,Thu,Udaipur,Pali,UDP,Weekly,3,4,10788,703,26,21,4,10,68,1,9,2022
298,99459,ALL Puri SF Express,22,1,14,Fri,Udaipur,BKN,Mount Abu,Twice in week,2,23,10457,703,24,28,2,18,60,6,2,2019
299,78696,Humsafar Express,10,2,5,Sun,Udaipur,JDP,Dli,Daily,1,23,20536,703,24,26,4,14,62,13,3,2021
300,37598,Double Decker,19,1,12,Wed,Udaipur,Dli,Jpr,Daily,1,34,20073,703,20,20,1,5,61,3,6,2022
301,64582,Humsafar Express,19,2,14,Tue,Udaipur,JDP,BKN,Weekly,3,4,22606,703,25,23,3,16,65,13,11,2019
302,35430,Double Decker,25,2,6,Tue,Udaipur,BKN,JDP,Weekly,1,10,24361,703,22,24,1,18,66,23,1,2019
303,72313,ALL Puri SF Express,13,1,9,Sat,Udaipur,Dli,Dli,Twice in week,3,29,10234,703,25,22,2,13,65,11,8,2022
304,21766,Rajdhani Express,15,2,13,Thu,Udaipur,Jpr,Mount Abu,Weekly,4,29,15300,703,27,20,4,13,67,25,3,2022
305,84060,Rajdhani Express,16,3,12,Wed,Udaipur,UDP,Jpr,Daily,1,34,12306,703,24,24,1,6,62,24,7,2021
306,99258,Chetak Express,23,3,10,Fri,Udaipur,BKN,Pali,Twice in week,3,8,19211,703,28,25,2,8,68,16,7,2022
307,72070,Dee Rzt Exp,13,3,5,Sun,Udaipur,JDP,Dli,Weekly,3,28,25429,703,26,21,1,12,69,9,2,2020
308,77649,Chetak Express,13,2,5,Thu,Udaipur,Jpr,Jpr,Daily,5,12,12623,703,21,28,1,13,60,16,7,2020
309,54760,Shatabdi Express,13,3,5,Sun,Udaipur,Jpr,Dli,Weekly,3,22,20811,703,24,25,2,15,71,25,2,2019
310,89403,Chetak Express,23,3,11,Wed,Udaipur,Mount Abu,JDP,Weekly,3,34,19017,703,29,20,4,5,70,9,5,2020
311,11153,Dee Rzt Exp,18,1,13,Thu,Udaipur,Mount Abu,BKN,Weekly,1,32,18658,703,28,22,3,5,65,26,5,2019
312,94934,Shatabdi Express,17,2,9,Thu,Udaipur,JDP,Jpr,Weekly,3,6,22882,703,21,23,3,9,69,9,8,2021
313,99697,Humsafar Express,17,2,7,Tue,Udaipur,Dli,BKN,Daily,5,30,21320,703,29,22,3,8,64,11,1,2019
314,27976,Shatabdi Express,18,1,12,Sun,Udaipur,Dli,Pali,Daily,1,28,22979,703,24,22,3,19,62,30,4,2021
315,43580,Vande Bharat Express,11,3,11,Thu,Udaipur,UDP,Mount Abu,Twice in week,2,28,26375,703,28,20,4,6,71,14,10,2022
316,39508,Dee Rzt Exp,28,3,11,Wed,Udaipur,JDP,JDP,Twice in week,2,24,22636,703,23,29,2,16,60,26,5,2019
317,34116,Humsafar Express,15,3,9,Sat,Udaipur,Mount Abu,Pali,Daily,5,10,14140,703,27,21,4,9,70,30,5,2021
318,91429,Garbi Rath,12,2,5,Mon,Udaipur,JDP,Dli,Weekly,3,17,18457,703,28,28,3,15,63,15,10,2019
319,22820,Shatabdi Express,28,3,6,Wed,Udaipur,JDP,Dli,Twice in week,4,33,10882,703,24,26,2,17,61,19,5,2020
320,44204,ALL Puri SF Express,18,2,8,Sat,Udaipur,Dli,Pali,Twice in week,1,19,15315,703,22,24,4,20,60,29,6,2020
321,34450,Yoga Express,12,2,5,Sun,Udaipur,Dli,Pali,Weekly,3,32,29237,703,28,20,4,11,66,23,11,2020
322,42958,ALL Puri SF Express,25,3,10,Mon,Udaipur,Mount Abu,Pali,Daily,2,3,14764,703,20,23,4,8,67,21,5,2022
323,63953,ALL Puri SF Express,28,1,6,Sat,Udaipur,BKN,UDP,Daily,3,31,20862,703,23,23,3,5,69,20,8,2022
324,49046,Yoga Express,23,1,6,Sun,Udaipur,Pali,UDP,Daily,4,31,12829,703,28,22,2,20,61,30,7,2019
325,32137,Rajdhani Express,15,1,5,Mon,Udaipur,UDP,BKN,Twice in week,1,26,28331,703,24,27,2,23,69,20,1,2021
326,73173,Shatabdi Express,15,2,10,Sun,Udaipur,Dli,JDP,Twice in week,3,5,26396,703,23,26,2,18,61,30,3,2020
327,32599,Shatabdi Express,13,3,11,Wed,Udaipur,BKN,BKN,Weekly,3,27,19178,703,20,21,3,7,63,16,9,2020
328,11550,Dee Rzt Exp,23,1,6,Sun,Udaipur,JDP,Mount Abu,Daily,1,3,18965,703,26,25,4,10,62,17,8,2019
329,57996,Dee Rzt Exp,26,3,13,Sat,Udaipur,Pali,Jpr,Twice in week,4,15,26293,703,24,22,2,13,71,30,1,2019
330,16533,Chetak Express,27,2,14,Sat,Udaipur,Dli,JDP,Twice in week,3,9,22062,703,29,23,4,13,65,11,7,2021
331,53090,Yoga Express,19,1,7,Mon,Udaipur,Pali,Pali,Twice in week,1,22,13349,703,29,20,3,23,64,4,2,2020
332,41581,Vande Bharat Express,27,2,7,Mon,Udaipur,Pali,Dli,Twice in week,1,5,25063,703,29,27,2,8,62,20,10,2021
333,19009,Double Decker,27,1,10,Tue,Udaipur,Jpr,UDP,Weekly,2,29,23149,703,24,24,1,10,70,28,10,2021
334,68984,Vande Bharat Express,22,3,13,Thu,Udaipur,UDP,BKN,Weekly,5,30,19000,703,29,21,2,18,69,20,3,2022
335,66786,Dee Rzt Exp,17,3,5,Thu,Udaipur,Pali,UDP,Daily,5,29,15219,703,28,22,3,23,68,28,10,2021
336,44487,Garbi Rath,15,1,9,Mon,Udaipur,Mount Abu,Jpr,Weekly,1,26,25744,703,29,28,1,9,68,2,1,2022
337,68556,Double Decker,16,3,7,Sun,Udaipur,JDP,Mount Abu,Weekly,2,19,11708,703,29,22,1,15,66,15,6,2019
338,30502,Chetak Express,10,2,13,Wed,Udaipur,UDP,JDP,Twice in week,4,11,12148,703,23,22,1,4,69,2,7,2020
339,61550,Dee Rzt Exp,29,2,10,Tue,Udaipur,Jpr,Dli,Weekly,2,33,23398,703,21,25,2,11,70,24,11,2022
340,47964,Garbi Rath,15,3,12,Sat,Udaipur,BKN,UDP,Weekly,5,25,18189,703,21,23,1,10,71,25,2,2021
341,30424,Humsafar Express,17,2,5,Wed,Udaipur,UDP,BKN,Weekly,5,9,16364,703,27,25,2,12,71,25,2,2021
342,39666,ALL Puri SF Express,28,2,5,Sun,Udaipur,Jpr,UDP,Daily,3,23,10075,703,23,23,1,19,63,28,9,2020
343,38942,Vande Bharat Express,23,2,14,Wed,Udaipur,Dli,UDP,Daily,3,17,25024,703,28,22,2,23,68,23,8,2022
344,17236,Vande Bharat Express,20,2,9,Thu,Udaipur,Pali,Pali,Weekly,2,5,25459,703,27,26,2,23,70,20,4,2019
345,76237,Vande Bharat Express,24,3,7,Fri,Udaipur,UDP,Jpr,Weekly,2,18,21084,703,27,29,1,23,63,14,3,2022
346,79978,Chetak Express,24,2,12,Sat,Udaipur,UDP,BKN,Daily,3,20,10221,703,25,28,1,17,70,25,3,2020
347,62103,Humsafar Express,19,1,5,Sat,Udaipur,Pali,BKN,Twice in week,1,17,24222,703,29,23,3,21,67,7,4,2019
348,66630,Humsafar Express,29,1,11,Thu,Udaipur,Jpr,JDP,Daily,5,12,21752,703,22,23,1,18,69,26,2,2019
349,80717,Rajdhani Express,13,2,9,Tue,Udaipur,UDP,Mount Abu,Twice in week,3,15,29740,703,24,28,3,17,62,24,9,2020
350,44863,Dee Rzt Exp,17,1,5,Sun,Udaipur,JDP,Mount Abu,Weekly,3,30,25121,703,27,29,4,21,63,6,9,2019
351,43915,Humsafar Express,13,1,13,Sun,Udaipur,UDP,JDP,Twice in week,4,12,26520,703,24,27,4,15,65,26,5,2020
352,24096,Chetak Express,22,3,8,Mon,Udaipur,UDP,Pali,Daily,2,14,10877,703,24,22,4,6,69,29,7,2022
353,50767,Garbi Rath,17,2,6,Mon,Udaipur,Pali,UDP,Daily,4,5,19731,703,27,21,3,20,67,5,1,2022
354,46148,Rajdhani Express,27,1,6,Fri,Udaipur,UDP,BKN,Twice in week,3,5,13338,703,23,28,1,23,70,12,11,2021
355,26592,Chetak Express,12,3,13,Tue,Udaipur,Dli,Pali,Weekly,2,17,14145,703,25,22,1,16,65,17,7,2022
356,84043,Garbi Rath,10,2,12,Tue,Udaipur,Jpr,Jpr,Daily,3,19,17712,703,22,25,2,18,63,30,2,2019
357,71247,Shatabdi Express,26,1,11,Thu,Udaipur,JDP,Jpr,Weekly,5,27,16540,703,23,22,3,6,60,21,2,2019
358,91943,ALL Puri SF Express,17,1,9,Tue,Udaipur,JDP,JDP,Weekly,5,23,11372,703,25,21,2,13,60,11,2,2022
359,57100,Garbi Rath,11,3,13,Sun,Udaipur,JDP,Jpr,Daily,5,12,23707,703,28,20,3,10,69,16,6,2022
360,83120,Humsafar Express,29,1,8,Tue,Udaipur,BKN,Pali,Daily,3,5,13300,703,20,27,4,23,69,21,3,2019
361,79978,Rajdhani Express,20,2,9,Tue,Udaipur,BKN,Pali,Daily,3,15,13036,703,27,23,4,5,67,8,8,2019
362,98315,Shatabdi Express,11,2,10,Thu,Udaipur,Mount Abu,Dli,Weekly,3,28,12771,703,23,29,3,19,60,5,1,2022
363,24922,ALL Puri SF Express,28,1,7,Fri,Udaipur,BKN,JDP,Twice in week,5,28,28626,703,21,20,4,20,68,15,5,2022
364,35699,Double Decker,16,1,7,Wed,Udaipur,Jpr,Dli,Twice in week,1,28,10458,703,29,21,1,17,69,11,8,2022
365,86814,Rajdhani Express,10,3,8,Sat,Udaipur,UDP,UDP,Twice in week,1,9,12777,703,26,29,2,14,66,20,5,2022
366,89658,Chetak Express,12,2,11,Thu,Udaipur,Pali,UDP,Weekly,5,6,13593,703,21,28,4,12,62,2,4,2022
367,41848,Yoga Express,24,3,10,Sun,Udaipur,Mount Abu,Mount Abu,Weekly,2,22,22423,703,21,25,1,16,69,13,7,2020
368,84530,ALL Puri SF Express,24,3,6,Thu,Udaipur,UDP,JDP,Weekly,3,4,25812,703,29,28,4,23,60,9,4,2019
369,52194,Yoga Express,13,1,7,Wed,Udaipur,UDP,UDP,Weekly,4,7,19549,703,25,25,4,22,67,23,4,2022
370,96521,Shatabdi Express,15,2,13,Mon,Udaipur,JDP,UDP,Weekly,4,15,28046,703,20,20,2,4,70,16,2,2022
371,65150,Double Decker,10,1,11,Fri,Udaipur,Pali,Jpr,Weekly,4,31,21702,703,21,25,3,14,62,30,9,2022
372,59142,Dee Rzt Exp,13,2,11,Tue,Udaipur,Pali,Pali,Weekly,1,8,23303,703,23,25,3,19,64,12,3,2021
373,80836,Dee Rzt Exp,17,1,5,Thu,Udaipur,BKN,Dli,Weekly,2,20,27778,703,22,20,4,19,66,16,8,2021
374,74484,Vande Bharat Express,26,3,5,Fri,Udaipur,Jpr,Pali,Twice in week,1,20,11514,703,21,22,1,14,62,11,7,2021
375,12760,Rajdhani Express,18,1,10,Thu,Udaipur,Pali,JDP,Twice in week,4,32,22942,703,25,26,3,22,62,28,8,2020
376,65482,Dee Rzt Exp,19,1,12,Mon,Udaipur,Jpr,BKN,Daily,1,24,21286,703,20,25,2,22,67,30,4,2019
377,29957,ALL Puri SF Express,15,1,6,Tue,Udaipur,JDP,UDP,Daily,3,22,25707,703,27,26,4,5,68,3,2,2021
378,24331,Vande Bharat Express,13,3,9,Sat,Udaipur,Dli,JDP,Daily,4,6,19237,703,20,23,1,11,67,1,11,2022
379,34588,Vande Bharat Express,12,2,11,Sat,Udaipur,Mount Abu,Jpr,Weekly,5,24,22182,703,25,24,4,11,61,27,8,2020
380,63145,Dee Rzt Exp,27,3,10,Tue,Udaipur,Mount Abu,Dli,Weekly,5,33,17587,703,23,22,1,13,63,11,9,2022
381,12631,ALL Puri SF Express,24,1,11,Mon,Udaipur,Dli,Jpr,Weekly,3,15,24067,703,20,28,3,10,63,10,3,2021
382,48655,Vande Bharat Express,20,3,5,Tue,Udaipur,Dli,UDP,Weekly,5,7,10246,703,24,28,1,4,71,12,6,2021
383,55431,Rajdhani Express,17,2,12,Mon,Udaipur,Dli,Dli,Weekly,2,33,23931,703,29,27,1,14,62,15,9,2022
384,25544,Dee Rzt Exp,21,2,6,Fri,Udaipur,UDP,Dli,Twice in week,3,11,14040,703,25,27,3,8,62,5,7,2019
385,55558,Humsafar Express,27,3,9,Sat,Udaipur,JDP,Pali,Weekly,2,19,18262,703,28,22,4,17,70,5,6,2021
386,36353,Rajdhani Express,16,3,10,Wed,Udaipur,Dli,JDP,Daily,1,29,22999,703,22,28,2,7,65,11,4,2021
387,54537,Humsafar Express,25,3,13,Sat,Udaipur,Mount Abu,Jpr,Daily,3,3,15547,703,24,23,2,22,68,7,5,2021
388,60132,Double Decker,28,3,13,Mon,Udaipur,Mount Abu,Dli,Weekly,3,4,11505,703,23,29,2,9,62,19,10,2021
389,84046,Chetak Express,23,1,12,Sat,Udaipur,UDP,Dli,Twice in week,5,7,29308,703,27,28,4,21,66,27,6,2020
390,83687,Dee Rzt Exp,10,1,12,Tue,Udaipur,Dli,Mount Abu,Twice in week,4,31,17331,703,28,23,3,19,71,14,11,2022
391,63804,Rajdhani Express,26,1,9,Sun,Udaipur,Pali,Mount Abu,Weekly,3,33,22593,703,22,26,4,14,63,3,5,2021
392,52042,Garbi Rath,17,2,13,Fri,Udaipur,JDP,Pali,Weekly,1,34,26184,703,24,23,4,13,60,27,4,2021
393,58496,Yoga Express,10,2,12,Sat,Udaipur,BKN,Dli,Weekly,4,30,18790,703,29,27,3,23,63,8,11,2022
